"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 11 19:23:29 GMT 2023","Tue Jul 11 19:23:29 GMT 2023","4","tests","test_users","TestUsers","","","test_changing_password",""
"broken","Tue Jul 11 19:23:32 GMT 2023","Tue Jul 11 19:23:32 GMT 2023","2","tests","test_subscription","TestSubscriptions","","","test_negative_subscribe_to_user_not_logged",""
"broken","Tue Jul 11 19:23:34 GMT 2023","Tue Jul 11 19:23:34 GMT 2023","2","tests","test_ingredients","TestIngredients","","","test_ingredients_list",""
"broken","Tue Jul 11 19:23:28 GMT 2023","Tue Jul 11 19:23:28 GMT 2023","3","tests","test_users","TestUsers","","","test_get_users_list",""
"broken","Tue Jul 11 19:23:29 GMT 2023","Tue Jul 11 19:23:29 GMT 2023","3","tests","test_users","TestUsers","","","test_negative_changing_password_validation_error",""
"broken","Tue Jul 11 19:23:34 GMT 2023","Tue Jul 11 19:23:34 GMT 2023","2","tests","test_ingredients","TestIngredients","","","test_get_ingredient",""
"broken","Tue Jul 11 19:23:33 GMT 2023","Tue Jul 11 19:23:33 GMT 2023","4","tests","test_subscription","TestSubscriptions","","","test_unsubscribe_to_user",""
"broken","Tue Jul 11 19:23:32 GMT 2023","Tue Jul 11 19:23:32 GMT 2023","2","tests","test_favourites","TestRecipeFavorites","","","test_negative_recipe_delete_favorites_user_not_logged",""
"broken","Tue Jul 11 19:23:31 GMT 2023","Tue Jul 11 19:23:31 GMT 2023","2","tests","test_favourites","TestRecipeFavorites","","","test_negative_add_recipe_favorites_user_not_logged",""
"broken","Tue Jul 11 19:23:32 GMT 2023","Tue Jul 11 19:23:32 GMT 2023","4","tests","test_subscription","TestSubscriptions","","","test_subscribe_to_user",""
"broken","Tue Jul 11 19:23:31 GMT 2023","Tue Jul 11 19:23:31 GMT 2023","3","tests","test_favourites","TestRecipeFavorites","","","test_negative_add_recipe_favorites_validation_error",""
"broken","Tue Jul 11 19:23:28 GMT 2023","Tue Jul 11 19:23:28 GMT 2023","2","tests","test_users","TestUsers","","","test_user_registration",""
"broken","Tue Jul 11 19:23:28 GMT 2023","Tue Jul 11 19:23:28 GMT 2023","4","tests","test_users","TestUsers","","","test_get_user_profile",""
